
Lorg/apache/hadoop/mapred/TaskTracker$TaskInProgress,Lorg/apache/hadoop/mapred/TaskTracker,2,6
Lorg/apache/hadoop/mapred/TaskTracker,Lorg/apache/hadoop/mapred/TaskTracker$TaskInProgress,6,2
